"X--Trace 1::[V(in), Temperature=-40]","Y--Trace 1::[V(in), Temperature=-40]",,"X--Trace 2::[V(out), Temperature=-40]","Y--Trace 2::[V(out), Temperature=-40]",,"X--Trace 3::[V(in), Temperature=-30]","Y--Trace 3::[V(in), Temperature=-30]",,"X--Trace 4::[V(out), Temperature=-30]","Y--Trace 4::[V(out), Temperature=-30]",,"X--Trace 5::[V(in), Temperature=-20]","Y--Trace 5::[V(in), Temperature=-20]",,"X--Trace 6::[V(out), Temperature=-20]","Y--Trace 6::[V(out), Temperature=-20]",,"X--Trace 7::[V(in), Temperature=-10]","Y--Trace 7::[V(in), Temperature=-10]",,"X--Trace 8::[V(out), Temperature=-10]","Y--Trace 8::[V(out), Temperature=-10]",,"X--Trace 9::[V(in), Temperature=0]","Y--Trace 9::[V(in), Temperature=0]",,"X--Trace 10::[V(out), Temperature=0]","Y--Trace 10::[V(out), Temperature=0]",,"X--Trace 11::[V(in), Temperature=10]","Y--Trace 11::[V(in), Temperature=10]",,"X--Trace 12::[V(out), Temperature=10]","Y--Trace 12::[V(out), Temperature=10]",,"X--Trace 13::[V(in), Temperature=20]","Y--Trace 13::[V(in), Temperature=20]",,"X--Trace 14::[V(out), Temperature=20]","Y--Trace 14::[V(out), Temperature=20]",,"X--Trace 15::[V(in), Temperature=30]","Y--Trace 15::[V(in), Temperature=30]",,"X--Trace 16::[V(out), Temperature=30]","Y--Trace 16::[V(out), Temperature=30]",,"X--Trace 17::[V(in), Temperature=40]","Y--Trace 17::[V(in), Temperature=40]",,"X--Trace 18::[V(out), Temperature=40]","Y--Trace 18::[V(out), Temperature=40]",,"X--Trace 19::[V(in), Temperature=50]","Y--Trace 19::[V(in), Temperature=50]",,"X--Trace 20::[V(out), Temperature=50]","Y--Trace 20::[V(out), Temperature=50]",,"X--Trace 21::[V(in), Temperature=60]","Y--Trace 21::[V(in), Temperature=60]",,"X--Trace 22::[V(out), Temperature=60]","Y--Trace 22::[V(out), Temperature=60]"
0.04503,0.00999956,,0.04503,3.01439,,0.0449757,0.00999971,,0.0449757,3.01552,,0.0449323,0.00999774,,0.0449323,3.01628,,0.0448939,0.00999445,,0.0448939,3.01668,,0.0448564,0.00998983,,0.0448564,3.0165,,0.0448797,0.00999286,,0.0448797,3.01761,,0.0449297,0.00999756,,0.0449297,3.01904,,0.0449965,0.00999999,,0.0449965,3.01984,,0.045044,0.00999904,,0.045044,3.01937,,0.0451546,0.0099882,,0.0451546,3.01702,,0.0453361,0.0099443,,0.0453361,3.01026
0.04628,0.00920233,,0.04628,2.89293,,0.0462257,0.00926778,,0.0462257,2.90168,,0.0461823,0.00931811,,0.0461823,2.90826,,0.0461439,0.00936117,,0.0461439,2.91391,,0.0461064,0.00940194,,0.0461064,2.91957,,0.0461297,0.00937682,,0.0461297,2.91554,,0.0461797,0.00932101,,0.0461797,2.90702,,0.0462465,0.00924297,,0.0462465,2.89555,,0.046294,0.00918502,,0.046294,2.88771,,0.0464046,0.00904206,,0.0464046,2.86789,,0.0465861,0.00878397,,0.0465861,2.83076
0.04753,0.00700414,,0.04753,2.56975,,0.0474757,0.00712492,,0.0474757,2.58917,,0.0474323,0.00721988,,0.0474323,2.60464,,0.0473939,0.00730273,,0.0473939,2.61814,,0.0473564,0.0073827,,0.0473564,2.63087,,0.0473797,0.00733325,,0.0473797,2.62423,,0.0474297,0.00722542,,0.0474297,2.60887,,0.0474965,0.00707878,,0.0474965,2.58742,,0.047544,0.00697267,,0.047544,2.5714,,0.0476546,0.00671935,,0.0476546,2.5329,,0.0478361,0.00628636,,0.0478361,2.46783
0.04878,0.00373962,,0.04878,2.07649,,0.0487257,0.00389735,,0.0487257,2.09957,,0.0486823,0.00402249,,0.0486823,2.11781,,0.0486439,0.00413252,,0.0486439,2.13395,,0.0486064,0.0042395,,0.0486064,2.14993,,0.0486297,0.00417326,,0.0486297,2.14001,,0.0486797,0.00402983,,0.0486797,2.11855,,0.0487465,0.00383692,,0.0487465,2.08999,,0.048794,0.00369878,,0.048794,2.0702,,0.0489046,0.00337367,,0.0489046,2.02291,,0.0490861,0.00283172,,0.0490861,1.9429
0.05003,-9.4213e-005,,0.05003,1.50486,,0.0499757,7.64489e-005,,0.0499757,1.53194,,0.0499323,0.000212708,,0.0499323,1.55377,,0.0498939,0.000333172,,0.0498939,1.57307,,0.0498564,0.000450883,,0.0498564,1.59166,,0.0498797,0.000377933,,0.0498797,1.58156,,0.0499297,0.000220725,,0.0499297,1.55878,,0.0499965,1.09191e-005,,0.0499965,1.52783,,0.050044,-0.000138205,,0.050044,1.50547,,0.0501546,-0.000485612,,0.0501546,1.45286,,0.0503361,-0.00105404,,0.0503361,1.36725
0.05128,-0.00391371,,0.05128,0.926166,,0.0512257,-0.00375609,,0.0512257,0.949551,,0.0511823,-0.00362945,,0.0511823,0.96834,,0.0511439,-0.0035169,,0.0511439,0.985147,,0.0511064,-0.00340638,,0.0511064,1.00193,,0.0511297,-0.00347494,,0.0511297,0.99179,,0.0511797,-0.00362198,,0.0511797,0.96985,,0.0512465,-0.00381674,,0.0512465,0.940979,,0.051294,-0.00395415,,0.051294,0.921242,,0.0514046,-0.00427097,,0.0514046,0.874888,,0.0515861,-0.00477932,,0.0515861,0.799439
0.05253,-0.00713737,,0.05253,0.443383,,0.0524757,-0.0070168,,0.0524757,0.462941,,0.0524323,-0.00691906,,0.0524323,0.478998,,0.0523939,-0.00683155,,0.0523939,0.493404,,0.0523564,-0.00674505,,0.0523564,0.507442,,0.0523797,-0.00679878,,0.0523797,0.500905,,0.0524297,-0.00691327,,0.0524297,0.488502,,0.0524965,-0.00706334,,0.0524965,0.481004,,0.052544,-0.00716812,,0.052544,0.48747,,0.0526546,-0.0074061,,0.0526546,0.494114,,0.0528361,-0.00777699,,0.0528361,0.503445
0.05378,-0.00927444,,0.05378,0.257144,,0.0537257,-0.00920927,,0.0537257,0.279569,,0.0536823,-0.00915531,,0.0536823,0.30193,,0.0536439,-0.00910617,,0.0536439,0.324356,,0.0536064,-0.00905685,,0.0536064,0.346937,,0.0536297,-0.00908757,,0.0536297,0.368416,,0.0536797,-0.00915208,,0.0536797,0.389679,,0.0537465,-0.00923461,,0.0537465,0.41103,,0.053794,-0.0092908,,0.053794,0.433012,,0.0539046,-0.00941373,,0.0539046,0.454541,,0.0540861,-0.00959069,,0.0540861,0.475803
0.05503,-0.00999956,,0.05503,0.247109,,0.0549757,-0.00999971,,0.0549757,0.269203,,0.0549323,-0.00999774,,0.0549323,0.291437,,0.0548939,-0.00999445,,0.0548939,0.313822,,0.0548564,-0.00998983,,0.0548564,0.336299,,0.0548797,-0.00999286,,0.0548797,0.358837,,0.0549297,-0.00999756,,0.0549297,0.381448,,0.0549965,-0.00999999,,0.0549965,0.404151,,0.055044,-0.00999904,,0.055044,0.42688,,0.0551546,-0.0099882,,0.0551546,0.449757,,0.0553361,-0.0099443,,0.0553361,0.472914
0.05628,-0.00920233,,0.05628,0.258395,,0.0562257,-0.00926778,,0.0562257,0.278458,,0.0561823,-0.00931811,,0.0561823,0.299252,,0.0561439,-0.00936117,,0.0561439,0.320479,,0.0561064,-0.00940194,,0.0561064,0.342006,,0.0561297,-0.00937682,,0.0561297,0.364507,,0.0561797,-0.00932101,,0.0561797,0.387487,,0.0562465,-0.00924297,,0.0562465,0.410881,,0.056294,-0.00918502,,0.056294,0.434201,,0.0563849,-0.00906838,,0.0563849,0.458407,,0.0565825,-0.00878943,,0.0565825,0.484838
0.05753,-0.00700414,,0.05753,0.453211,,0.0574757,-0.00712492,,0.0574757,0.437224,,0.0574323,-0.00721988,,0.0574323,0.425552,,0.0573939,-0.00730273,,0.0573939,0.417586,,0.0573564,-0.0073827,,0.0573564,0.415319,,0.0573797,-0.00733325,,0.0573797,0.430966,,0.0574297,-0.00722542,,0.0574297,0.45262,,0.0574965,-0.00707878,,0.0574965,0.477166,,0.057544,-0.00697267,,0.057544,0.498263,,0.0576349,-0.00676516,,0.0576349,0.526231,,0.0578325,-0.00629525,,0.0578325,0.577336
0.05878,-0.00373962,,0.05878,0.935419,,0.0587257,-0.00389735,,0.0587257,0.909918,,0.0586823,-0.00402249,,0.0586823,0.889363,,0.0586439,-0.00413252,,0.0586439,0.87122,,0.0586064,-0.0042395,,0.0586064,0.854044,,0.0586297,-0.00417326,,0.0586297,0.86272,,0.0586797,-0.00402983,,0.0586797,0.882948,,0.0587465,-0.00383692,,0.0587465,0.911247,,0.058794,-0.00369878,,0.058794,0.932422,,0.0588849,-0.00343201,,0.0588849,0.973956,,0.0590825,-0.00284268,,0.0590825,1.06469
0.06003,9.4213e-005,,0.06003,1.51749,,0.0599757,-7.64489e-005,,0.0599757,1.49342,,0.0599323,-0.000212708,,0.0599323,1.47452,,0.0598939,-0.000333172,,0.0598939,1.45783,,0.0598564,-0.000450883,,0.0598564,1.44108,,0.0598797,-0.000377933,,0.0598797,1.45307,,0.0599297,-0.000220725,,0.0599297,1.47773,,0.0599965,-1.09191e-005,,0.0599965,1.50967,,0.060044,0.000138205,,0.060044,1.53148,,0.0601349,0.000423641,,0.0601349,1.57276,,0.0603325,0.00104266,,0.0603325,1.66337
0.06128,0.00391371,,0.06128,2.08633,,0.0612257,0.00375609,,0.0612257,2.06084,,0.0611823,0.00362945,,0.0611823,2.04006,,0.0611439,0.0035169,,0.0611439,2.02156,,0.0611064,0.00340638,,0.0611064,2.00382,,0.0611297,0.00347494,,0.0611297,2.01297,,0.0611797,0.00362198,,0.0611797,2.03395,,0.0612465,0.00381674,,0.0612465,2.0627,,0.061294,0.00395415,,0.061294,2.08377,,0.0613849,0.00421479,,0.0613849,2.12434,,0.0615825,0.00476927,,0.0615825,2.20997
0.06253,0.00713737,,0.06253,2.57845,,0.0624757,0.0070168,,0.0624757,2.5616,,0.0624323,0.00691906,,0.0624323,2.54818,,0.0623939,0.00683155,,0.0623939,2.53615,,0.0623564,0.00674505,,0.0623564,2.52384,,0.0623797,0.00679878,,0.0623797,2.53281,,0.0624297,0.00691327,,0.0624297,2.55097,,0.0624965,0.00706334,,0.0624965,2.57397,,0.062544,0.00716812,,0.062544,2.58925,,0.0626349,0.00736428,,0.0626349,2.6175,,0.0628325,0.0077698,,0.0628325,2.67682
0.06378,0.00927444,,0.06378,2.89708,,0.0637257,0.00920927,,0.0637257,2.88569,,0.0636823,0.00915531,,0.0636823,2.87603,,0.0636439,0.00910617,,0.0636439,2.86727,,0.0636064,0.00905685,,0.0636064,2.85889,,0.0636297,0.00908757,,0.0636297,2.86263,,0.0636797,0.00915208,,0.0636797,2.87154,,0.0637465,0.00923461,,0.0637465,2.88373,,0.063794,0.0092908,,0.063794,2.89274,,0.0638849,0.00939262,,0.0638849,2.90956,,0.0640825,0.00958745,,0.0640825,2.94135
0.06503,0.00999956,,0.06503,3.01438,,0.0649757,0.00999971,,0.0649757,3.01563,,0.0649323,0.00999774,,0.0649323,3.01656,,0.0648939,0.00999445,,0.0648939,3.01714,,0.0648564,0.00998983,,0.0648564,3.01714,,0.0648797,0.00999286,,0.0648797,3.01853,,0.0649297,0.00999756,,0.0649297,3.02025,,0.0649965,0.00999999,,0.0649965,3.02122,,0.065044,0.00999904,,0.065044,3.02086,,0.0651349,0.00999102,,0.0651349,3.01885,,0.0653325,0.00994549,,0.0653325,3.01104
0.06628,0.00920233,,0.06628,2.89294,,0.0662257,0.00926778,,0.0662257,2.90157,,0.0661823,0.00931811,,0.0661823,2.90799,,0.0661439,0.00936117,,0.0661439,2.91347,,0.0661064,0.00940194,,0.0661064,2.91897,,0.0661297,0.00937682,,0.0661297,2.91468,,0.0661797,0.00932101,,0.0661797,2.90588,,0.0662465,0.00924297,,0.0662465,2.89426,,0.066294,0.00918502,,0.066294,2.88632,,0.0663849,0.00906838,,0.0663849,2.87041,,0.0665825,0.00878943,,0.0665825,2.831
0.06753,0.00700414,,0.06753,2.56974,,0.0674757,0.00712492,,0.0674757,2.58927,,0.0674323,0.00721988,,0.0674323,2.60489,,0.0673939,0.00730273,,0.0673939,2.61855,,0.0673564,0.0073827,,0.0673564,2.63143,,0.0673797,0.00733325,,0.0673797,2.62504,,0.0674297,0.00722542,,0.0674297,2.60993,,0.0674965,0.00707878,,0.0674965,2.58862,,0.067544,0.00697267,,0.067544,2.57269,,0.0676349,0.00676516,,0.0676349,2.54101,,0.0678325,0.00629525,,0.0678325,2.46968
0.06878,0.00373962,,0.06878,2.0765,,0.0687257,0.00389735,,0.0687257,2.09947,,0.0686823,0.00402249,,0.0686823,2.11758,,0.0686439,0.00413252,,0.0686439,2.13356,,0.0686064,0.0042395,,0.0686064,2.1494,,0.0686297,0.00417326,,0.0686297,2.13925,,0.0686797,0.00402983,,0.0686797,2.11756,,0.0687465,0.00383692,,0.0687465,2.08887,,0.068794,0.00369878,,0.068794,2.069,,0.0688849,0.00343201,,0.0688849,2.03047,,0.0690825,0.00284268,,0.0690825,1.94406
0.07003,-9.4213e-005,,0.07003,1.50485,,0.0699757,7.64489e-005,,0.0699757,1.53203,,0.0699323,0.000212708,,0.0699323,1.55399,,0.0698939,0.000333172,,0.0698939,1.57344,,0.0698564,0.000450883,,0.0698564,1.59215,,0.0698797,0.000377933,,0.0698797,1.58227,,0.0699297,0.000220725,,0.0699297,1.55971,,0.0699965,1.09191e-005,,0.0699965,1.52888,,0.070044,-0.000138205,,0.070044,1.50659,,0.0701349,-0.000423641,,0.0701349,1.46327,,0.0703325,-0.00104266,,0.0703325,1.36941
0.07128,-0.00391371,,0.07128,0.926172,,0.0712257,-0.00375609,,0.0712257,0.949463,,0.0711823,-0.00362945,,0.0711823,0.968131,,0.0711439,-0.0035169,,0.0711439,0.984803,,0.0711064,-0.00340638,,0.0711064,1.00147,,0.0711297,-0.00347494,,0.0711297,0.991128,,0.0711797,-0.00362198,,0.0711797,0.968984,,0.0712465,-0.00381674,,0.0712465,0.940004,,0.071294,-0.00395415,,0.071294,0.920201,,0.0713849,-0.00421479,,0.0713849,0.882335,,0.0715825,-0.00476927,,0.0715825,0.800534
0.07253,-0.00713737,,0.07253,0.443377,,0.0724757,-0.0070168,,0.0724757,0.463024,,0.0724323,-0.00691906,,0.0724323,0.479195,,0.0723939,-0.00683155,,0.0723939,0.493725,,0.0723564,-0.00674505,,0.0723564,0.507876,,0.0723797,-0.00679878,,0.0723797,0.501501,,0.0724297,-0.00691327,,0.0724297,0.489175,,0.0724965,-0.00706334,,0.0724965,0.481524,,0.072544,-0.00716812,,0.072544,0.48785,,0.0726349,-0.00736428,,0.0726349,0.49593,,0.0728325,-0.0077698,,0.0728325,0.503682
0.07378,-0.00927444,,0.07378,0.257145,,0.0737257,-0.00920927,,0.0737257,0.27956,,0.0736823,-0.00915531,,0.0736823,0.301909,,0.0736439,-0.00910617,,0.0736439,0.324322,,0.0736064,-0.00905685,,0.0736064,0.346893,,0.0736297,-0.00908757,,0.0736297,0.368357,,0.0736797,-0.00915208,,0.0736797,0.38961,,0.0737465,-0.00923461,,0.0737465,0.41096,,0.073794,-0.0092908,,0.073794,0.432939,,0.0738849,-0.00939262,,0.0738849,0.454687,,0.0740825,-0.00958745,,0.0740825,0.475806
0.07503,-0.00999956,,0.07503,0.247109,,0.0749757,-0.00999971,,0.0749757,0.269209,,0.0749323,-0.00999774,,0.0749323,0.29145,,0.0748939,-0.00999445,,0.0748939,0.313844,,0.0748564,-0.00998983,,0.0748564,0.336327,,0.0748797,-0.00999286,,0.0748797,0.358876,,0.0749297,-0.00999756,,0.0749297,0.381497,,0.0749965,-0.00999999,,0.0749965,0.404207,,0.075044,-0.00999904,,0.075044,0.426966,,0.0751349,-0.00999102,,0.0751349,0.4498,,0.0753325,-0.00994549,,0.0753325,0.472928
0.07628,-0.00920233,,0.07628,0.258396,,0.0762257,-0.00926778,,0.0762257,0.278449,,0.0761823,-0.00931811,,0.0761823,0.299234,,0.0761439,-0.00936117,,0.0761439,0.320451,,0.0761064,-0.00940194,,0.0761064,0.341971,,0.0761297,-0.00937682,,0.0761297,0.364459,,0.0761797,-0.00932101,,0.0761797,0.387424,,0.0762465,-0.00924297,,0.0762465,0.410809,,0.076294,-0.00918502,,0.076294,0.434125,,0.0763849,-0.00906838,,0.0763849,0.458316,,0.0765781,-0.00879596,,0.0765781,0.484715
0.07753,-0.00700414,,0.07753,0.453206,,0.0774757,-0.00712492,,0.0774757,0.4373,,0.0774323,-0.00721988,,0.0774323,0.425729,,0.0773939,-0.00730273,,0.0773939,0.417848,,0.0773564,-0.0073827,,0.0773564,0.415595,,0.0773797,-0.00733325,,0.0773797,0.431299,,0.0774297,-0.00722542,,0.0774297,0.453029,,0.0774965,-0.00707878,,0.0774965,0.477623,,0.077544,-0.00697267,,0.077544,0.498714,,0.0776349,-0.00676516,,0.0776349,0.526781,,0.0778281,-0.00630589,,0.0778281,0.57653
0.07878,-0.00373962,,0.07878,0.935424,,0.0787257,-0.00389735,,0.0787257,0.909845,,0.0786823,-0.00402249,,0.0786823,0.889192,,0.0786439,-0.00413252,,0.0786439,0.870939,,0.0786064,-0.0042395,,0.0786064,0.853659,,0.0786297,-0.00417326,,0.0786297,0.862172,,0.0786797,-0.00402983,,0.0786797,0.882226,,0.0787465,-0.00383692,,0.0787465,0.910423,,0.078794,-0.00369878,,0.078794,0.931534,,0.0788849,-0.00343201,,0.0788849,0.972921,,0.0790781,-0.00285582,,0.0790781,1.06232
0.08003,9.4213e-005,,0.08003,1.51749,,0.0799757,-7.64489e-005,,0.0799757,1.49349,,0.0799323,-0.000212708,,0.0799323,1.47468,,0.0798939,-0.000333172,,0.0798939,1.45809,,0.0798564,-0.000450883,,0.0798564,1.44144,,0.0798797,-0.000377933,,0.0798797,1.45359,,0.0799297,-0.000220725,,0.0799297,1.47841,,0.0799965,-1.09191e-005,,0.0799965,1.51044,,0.080044,0.000138205,,0.080044,1.5323,,0.0801349,0.000423641,,0.0801349,1.57372,,0.0803281,0.00102903,,0.0803281,1.6617
0.08128,0.00391371,,0.08128,2.08633,,0.0812257,0.00375609,,0.0812257,2.06078,,0.0811823,0.00362945,,0.0811823,2.03991,,0.0811439,0.0035169,,0.0811439,2.02131,,0.0811064,0.00340638,,0.0811064,2.00348,,0.0811297,0.00347494,,0.0811297,2.01249,,0.0811797,0.00362198,,0.0811797,2.03332,,0.0812465,0.00381674,,0.0812465,2.06199,,0.081294,0.00395415,,0.081294,2.083,,0.0813849,0.00421479,,0.0813849,2.12345,,0.0815781,0.00475722,,0.0815781,2.20781
0.08253,0.00713737,,0.08253,2.57845,,0.0824757,0.0070168,,0.0824757,2.56166,,0.0824323,0.00691906,,0.0824323,2.54832,,0.0823939,0.00683155,,0.0823939,2.53638,,0.0823564,0.00674505,,0.0823564,2.52416,,0.0823797,0.00679878,,0.0823797,2.53326,,0.0824297,0.00691327,,0.0824297,2.55156,,0.0824965,0.00706334,,0.0824965,2.57464,,0.082544,0.00716812,,0.082544,2.58996,,0.0826349,0.00736428,,0.0826349,2.61833,,0.0828281,0.00776117,,0.0828281,2.67583
0.08378,0.00927444,,0.08378,2.89708,,0.0837257,0.00920927,,0.0837257,2.88563,,0.0836823,0.00915531,,0.0836823,2.8759,,0.0836439,0.00910617,,0.0836439,2.86705,,0.0836064,0.00905685,,0.0836064,2.85859,,0.0836297,0.00908757,,0.0836297,2.86221,,0.0836797,0.00915208,,0.0836797,2.87099,,0.0837465,0.00923461,,0.0837465,2.88311,,0.083794,0.0092908,,0.083794,2.89207,,0.0838849,0.00939262,,0.0838849,2.90879,,0.0840781,0.00958354,,0.0840781,2.94046
0.08503,0.00999956,,0.08503,3.01437,,0.0849757,0.00999971,,0.0849757,3.01569,,0.0849323,0.00999774,,0.0849323,3.01668,,0.0848939,0.00999445,,0.0848939,3.01735,,0.0848564,0.00998983,,0.0848564,3.01742,,0.0848797,0.00999286,,0.0848797,3.01892,,0.0849297,0.00999756,,0.0849297,3.02077,,0.0849965,0.00999999,,0.0849965,3.0218,,0.085044,0.00999904,,0.085044,3.02148,,0.0851349,0.00999102,,0.0851349,3.01957,,0.0853281,0.00994691,,0.0853281,3.01151
0.08628,0.00920233,,0.08628,2.89294,,0.0862257,0.00926778,,0.0862257,2.90152,,0.0861823,0.00931811,,0.0861823,2.90787,,0.0861439,0.00936117,,0.0861439,2.91327,,0.0861064,0.00940194,,0.0861064,2.9187,,0.0861297,0.00937682,,0.0861297,2.91431,,0.0861797,0.00932101,,0.0861797,2.9054,,0.0862465,0.00924297,,0.0862465,2.89372,,0.086294,0.00918502,,0.086294,2.88574,,0.0863849,0.00906838,,0.0863849,2.86974,,0.0865781,0.00879596,,0.0865781,2.83171
0.08753,0.00700414,,0.08753,2.56974,,0.0874757,0.00712492,,0.0874757,2.58932,,0.0874323,0.00721988,,0.0874323,2.605,,0.0873939,0.00730273,,0.0873939,2.61874,,0.0873564,0.0073827,,0.0873564,2.63168,,0.0873797,0.00733325,,0.0873797,2.62539,,0.0874297,0.00722542,,0.0874297,2.61038,,0.0874965,0.00707878,,0.0874965,2.58912,,0.087544,0.00697267,,0.087544,2.57323,,0.0876349,0.00676516,,0.0876349,2.54162,,0.0878281,0.00630589,,0.0878281,2.47151
0.08878,0.00373962,,0.08878,2.0765,,0.0887257,0.00389735,,0.0887257,2.09942,,0.0886823,0.00402249,,0.0886823,2.11747,,0.0886439,0.00413252,,0.0886439,2.13339,,0.0886064,0.0042395,,0.0886064,2.14917,,0.0886297,0.00417326,,0.0886297,2.13893,,0.0886797,0.00402983,,0.0886797,2.11714,,0.0887465,0.00383692,,0.0887465,2.0884,,0.088794,0.00369878,,0.088794,2.0685,,0.0888849,0.00343201,,0.0888849,2.0299,,0.0890781,0.00285582,,0.0890781,1.94581
0.09003,-9.4213e-005,,0.09003,1.50485,,0.0899757,7.64489e-005,,0.0899757,1.53207,,0.0899323,0.000212708,,0.0899323,1.55409,,0.0898939,0.000333172,,0.0898939,1.5736,,0.0898564,0.000450883,,0.0898564,1.59237,,0.0898797,0.000377933,,0.0898797,1.58257,,0.0899297,0.000220725,,0.0899297,1.5601,,0.0899965,1.09191e-005,,0.0899965,1.52932,,0.090044,-0.000138205,,0.090044,1.50705,,0.0901349,-0.000423641,,0.0901349,1.4638,,0.0903281,-0.00102903,,0.0903281,1.37166
0.09128,-0.00391371,,0.09128,0.926175,,0.0912257,-0.00375609,,0.0912257,0.949422,,0.0911823,-0.00362945,,0.0911823,0.968037,,0.0911439,-0.0035169,,0.0911439,0.984652,,0.0911064,-0.00340638,,0.0911064,1.00126,,0.0911297,-0.00347494,,0.0911297,0.990844,,0.0911797,-0.00362198,,0.0911797,0.968618,,0.0912465,-0.00381674,,0.0912465,0.939593,,0.091294,-0.00395415,,0.091294,0.919767,,0.0913849,-0.00421479,,0.0913849,0.88184,,0.0915781,-0.00475722,,0.0915781,0.802164
0.09253,-0.00713737,,0.09253,0.443374,,0.0924757,-0.0070168,,0.0924757,0.463062,,0.0924323,-0.00691906,,0.0924323,0.479283,,0.0923939,-0.00683155,,0.0923939,0.493867,,0.0923564,-0.00674505,,0.0923564,0.508065,,0.0923797,-0.00679878,,0.0923797,0.501757,,0.0924297,-0.00691327,,0.0924297,0.489461,,0.0924965,-0.00706334,,0.0924965,0.481744,,0.092544,-0.00716812,,0.092544,0.488009,,0.0926349,-0.00736428,,0.0926349,0.496075,,0.0928281,-0.00776117,,0.0928281,0.503923
0.09378,-0.00927444,,0.09378,0.257145,,0.0937257,-0.00920927,,0.0937257,0.279555,,0.0936823,-0.00915531,,0.0936823,0.3019,,0.0936439,-0.00910617,,0.0936439,0.324308,,0.0936064,-0.00905685,,0.0936064,0.346874,,0.0936297,-0.00908757,,0.0936297,0.368331,,0.0936797,-0.00915208,,0.0936797,0.389581,,0.0937465,-0.00923461,,0.0937465,0.410931,,0.093794,-0.0092908,,0.093794,0.432909,,0.0938849,-0.00939262,,0.0938849,0.454654,,0.0940781,-0.00958354,,0.0940781,0.475829
0.09503,-0.00999956,,0.09503,0.247109,,0.0949757,-0.00999971,,0.0949757,0.269212,,0.0949323,-0.00999774,,0.0949323,0.291455,,0.0948939,-0.00999445,,0.0948939,0.313853,,0.0948564,-0.00998983,,0.0948564,0.336339,,0.0948797,-0.00999286,,0.0948797,0.358893,,0.0949297,-0.00999756,,0.0949297,0.381517,,0.0949965,-0.00999999,,0.0949965,0.404231,,0.095044,-0.00999904,,0.095044,0.426991,,0.0951349,-0.00999102,,0.0951349,0.449828,,0.0953281,-0.00994691,,0.0953281,0.472928
0.09628,-0.00920233,,0.09628,0.258396,,0.0962257,-0.00926778,,0.0962257,0.278445,,0.0961823,-0.00931811,,0.0961823,0.299225,,0.0961439,-0.00936117,,0.0961439,0.320439,,0.0961064,-0.00940194,,0.0961064,0.341955,,0.0961297,-0.00937682,,0.0961297,0.364438,,0.0961797,-0.00932101,,0.0961797,0.387397,,0.0962465,-0.00924297,,0.0962465,0.410779,,0.096294,-0.00918502,,0.096294,0.434094,,0.0963849,-0.00906838,,0.0963849,0.45828,,0.0965714,-0.00880595,,0.0965714,0.484565
0.09753,-0.00700414,,0.09753,0.453203,,0.0974757,-0.00712492,,0.0974757,0.437336,,0.0974323,-0.00721988,,0.0974323,0.425809,,0.0973939,-0.00730273,,0.0973939,0.417964,,0.0973564,-0.0073827,,0.0973564,0.415715,,0.0973797,-0.00733325,,0.0973797,0.431443,,0.0974297,-0.00722542,,0.0974297,0.453203,,0.0974965,-0.00707878,,0.0974965,0.477816,,0.097544,-0.00697267,,0.097544,0.498904,,0.0976349,-0.00676516,,0.0976349,0.527007,,0.0978214,-0.00632222,,0.0978214,0.575011
0.09878,-0.00373962,,0.09878,0.935426,,0.0987257,-0.00389735,,0.0987257,0.909812,,0.0986823,-0.00402249,,0.0986823,0.889115,,0.0986439,-0.00413252,,0.0986439,0.870814,,0.0986064,-0.0042395,,0.0986064,0.853491,,0.0986297,-0.00417326,,0.0986297,0.861937,,0.0986797,-0.00402983,,0.0986797,0.881921,,0.0987465,-0.00383692,,0.0987465,0.910076,,0.098794,-0.00369878,,0.098794,0.931164,,0.0988849,-0.00343201,,0.0988849,0.972498,,0.0990714,-0.00287599,,0.0990714,1.05909
0.1,-1.22465e-017,,0.1,1.50333,,0.0999757,-7.64489e-005,,0.0999757,1.49352,,0.0999323,-0.000212708,,0.0999323,1.47475,,0.0998939,-0.000333172,,0.0998939,1.45821,,0.0998564,-0.000450883,,0.0998564,1.4416,,0.0998797,-0.000377933,,0.0998797,1.45381,,0.0999297,-0.000220725,,0.0999297,1.47869,,0.0999965,-1.09191e-005,,0.0999965,1.51076,,0.1,-1.22465e-017,,0.1,1.51187,,0.1,-1.22465e-017,,0.1,1.51042,,0.1,-1.22465e-017,,0.1,1.5072
0,0,,0,0,,0.1,-1.22465e-017,,0.1,1.50117,,0.1,-1.22465e-017,,0.1,1.49824,,0.1,-1.22465e-017,,0.1,1.4962,,0.1,-1.22465e-017,,0.1,1.49462,,0.1,-1.22465e-017,,0.1,1.49456,,0.1,-1.22465e-017,,0.1,1.49674,,0.1,-1.22465e-017,,0.1,1.51052,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0
